ID_paper,yes/no (final filtering),type,author,title,abstract,year,journal,doi,source,filename,n_duplicates
293,no,Article,Blanckenhorn; Wolf U. and Dixon; Anthony F. G. and Fairbairn; Daphne J. and Foellmer; Matthias W. and Gibert; Patricia and van der Linde; Kim and Meier; Rudolf and Nylin; Soren and Pitnick; Scott and Schoff; Christopher and Signorelli; Martino and Teder; Tiit and Wiklund; Christer,Proximate causes of Rensch's rule: Does sexual size dimorphism in arthropods result from sex differences in development time?,"A prominent interspecific pattern of sexual size dimorphism (SSD) is Rensch's rule, according to which male body size is more variable or evolutionarily divergent than female body size. Assuming equal growth rates of males and females, SSD would be entirely mediated, and Rensch's rule proximately caused, by sexual differences in development times, or sexual bimaturism (SBM), with the larger sex developing for a proportionately longer time. Only a subset of the seven arthropod groups investigated in this study exhibits Rensch's rule. Furthermore, we found only a weak positive relationship between SSD and SBM overall, suggesting that growth rate differences between the sexes are more important than development time differences in proximately mediating SSD in a wide but by no means comprehensive range of arthropod taxa. Except when protandry is of selective advantage ( as in many butterflies, Hymenoptera, and spiders), male development time was equal to ( in water striders and beetles) or even longer than ( in drosophilid and sepsid flies) that of females. Because all taxa show female-biased SSD, this implies faster growth of females in general, a pattern markedly different from that of primates and birds (analyzed here for comparison). We discuss three potential explanations for this pattern based on life-history trade-offs and sexual selection.",2007,AMERICAN NATURALIST,10.1086/510597,Web of Science,savedrecs.bib,1
294,no,Article,Matson; Clinton K. and Zarkower; David,"Sex and the singular DM domain: insights into sexual regulation, evolution and plasticity","Most animals reproduce sexually, but the genetic and molecular mechanisms that determine the eventual sex of each embryo vary remarkably. DM domain genes, which are related to the insect gene doublesex, are integral to sexual development and its evolution in many metazoans. Recent studies of DM domain genes reveal mechanisms by which new sexual dimorphisms have evolved in invertebrates and show that one gene, Dmrt1, was central to multiple evolutionary transitions between sex-determining mechanisms in vertebrates. In addition, Dmrt1 coordinates a surprising array of distinct cell fate decisions in the mammalian gonad and even guards against transdifferentiation of male cells into female cells in the adult testis.",2012,NATURE REVIEWS GENETICS,10.1038/nrg3161,Web of Science,savedrecs.bib,1
295,no,Article,Katzav-Gozansky; T and Soroker; V and Ibarra; F and Francke; W and Hefetz; A,Dufour's gland secretion of the queen honeybee (<i>Apis mellifera</i>):: an egg discriminator pheromone or a queen signal?,"The role of Dufour's gland secretion as an egg discriminator pheromone was reevaluated by simultaneously exposing workers to two combs, one containing queen- or worker-laid eggs and the second containing treated or untreated worker-laid eggs. Treatments included extracts of Dufour's gland secretion as well as the synthetic esters that were identified in the secretion. Policing was clearly detected both in queenright and queenless colonies by the swift removal of worker, but not of queen eggs. However, neither the glandular secretion nor its synthetic ester constituents were able to protect worker-born eggs from policing. Treated worker eggs were removed significantly faster than queen eggs, and at the same rate as non-treated worker eggs. These results are not consistent with the hypothesis that the secretion serves as an egg-marking pheromone. Chemical analyses of the queen abdominal tips revealed the presence of Dufour's esters, indicating that the glandular secretion oozes out and spreads over the cuticle around the genital chamber. However, contamination while ovipositing may also explain the minute amounts of these esters that were detected on the egg surface. Dufour's gland caste-specific composition suggests that in queens it may constitute a signal that plays a role in queen-work-er interactions. Attraction bioassays revealed that the queen secretion, but not that of workers, is very attractive to workers. When applied either on a glass slide or on another worker, a retinue formed around the ``surrogate queen{''}. We conclude that Dufour's gland secretion constitutes part of a complex queen signal that is the basis for the social integrity of the honeybee colony.",2001,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,10.1007/s002650100406,Web of Science,savedrecs.bib,1
296,no,Article,Matushkina; Natalia A. and Stetsun; Halyna A.,"Morphology of the sting apparatus of the digger wasp <i>Oxybelus uniglumis</i> (Linnaeus, 1758) (Hymenoptera, Crabronidae), with emphasis on intraspecific variability and behavioural plasticity","The solitary digger wasp Oxybelus uniglumis (Linnaeus 1758) uses its sting not only for paralyzing prey but also for transporting the prey to the nest site. The sting morphology is expected to reflect the mechanical overloading applied to the sting during prey transportation. In this paper, we provide a detailed description of the sting skeleton of Oxybelus uniglumis and define specific morphological characters in order to reveal possible morphological predictions for conducting specific prey-carriage behaviour. The most important features are the following: (1) In contrast to all other known Apoidea, Oxybelus uniglumis has a single (instead of double) valvillus; (2) There are no distinct borders between the rostral process and the 2nd valvula, so the valvula is relatively strongly articulated to the basal elements of the sting; (3) The internal skeleton exhibits intraspecific variation, which has not previously been recorded for Hymenoptera. Results are discussed from a functional standpoint.",2016,INSECT SYSTEMATICS \& EVOLUTION,10.1163/1876312X-47032146,Web of Science,savedrecs.bib,1
297,no,Article,Iossa; Graziella and Maury; Chloris and Fletcher; Rachel M. and Eady; Paul E.,Temperature-induced developmental plasticity in <i>Plodia interpunctella</i>: Reproductive behaviour and sperm length,"In both plants and animals, male gametogenesis is particularly sensitive to heat stress, to the extent that a single hot or cold day can compromise crop productivity or population persistence. In animals, heat stress during development can impact a male's ability to secure copulations and/or his post-copulatory fertility. Despite such observations, relatively few studies have examined the consequences of developmental temperature on the reproductive behaviour and physiology of individuals. Here, we report for the first time the effects of developmental temperature on the phenotypic expression of both apyrene and eupyrene sperm and the copulatory behaviour of the Indian meal moth, Plodia interpunctella. We show that the length of both apyrene and eupyrene sperm decreases with increasing developmental temperature and that males are less likely to engage in copulation when reared at the highest and lowest temperatures. Where copulation occurred, the duration of copula decreased as male developmental temperature increased. We argue that identification of the mechanisms and consequences of reproductive failure in animals facing heat stress will help understand how wild and domesticated populations will respond to global climate change. We also contend that such studies will help elucidate long-standing evolutionary questions around the maintenance of genetic variation in traits highly relevant to fitness and the role of phenotypic plasticity in driving the evolution of novel traits.",2019,JOURNAL OF EVOLUTIONARY BIOLOGY,10.1111/jeb.13447,Web of Science,savedrecs.bib,1
298,no,Article,Cheng; Jian and Fang; Kewei and Fei; Kexun and Wang; Qiang and Li; Bo and Farfan; Eduardo B.,Failure Analysis of CRDINiCr Butterfly Valves for Nuclear Power Plant Applications,"Corrosion-resistant iron with nickel and chromium (CRDINiCr) is often used in butterfly valves for flow control at nuclear power plants, where resistance to corrosion, oxidation, and wear is significant. In this study, a failure analysis of a CRDINiCr alloy butterfly valve was performed by combining morphology characterization and in situ elemental composition analysis of failure of various regions of the valve. Based on the testing and analysis conducted in this study, it was determined that the inspected valve body material exhibited several defects, including poor graphitization, porosity, and the presence of eutectic carbides. These imperfections compromised the required plasticity criteria, resulting in significant embrittlement of the material. Therefore, under the impact stresses applied during the pressure testing, these vulnerabilities facilitated rapid crack initiation and propagation. The presence of such defects significantly compromised the material's resistance to fracture under dynamic loading conditions, underscoring the critical importance of stringent quality control in the production of such materials to ensure their reliability and performance in operational settings at nuclear power plants.",2024,NUCLEAR TECHNOLOGY,10.1080/00295450.2024.2344912,Web of Science,savedrecs.bib,1
299,no,Article,Morehouse; I; N. and Bartoch; C. M. and Luna; E. N. and Roberts; N. S. and Saleh; N. W.,"Food, Nuptial Gifts and Vaginae Dentatae: Phenotypic Plasticity and Sexual Conflict in a Gift-Giving Butterfly",NA,2013,INTEGRATIVE AND COMPARATIVE BIOLOGY,NA,Web of Science,savedrecs.bib,1
300,no,Article,RICHARDS; KW,"OVARIAN DEVELOPMENT, OVARIOLE NUMBER, AND RELATIONSHIP TO BODY-SIZE IN PSITHYRUS SPP (HYMENOPTERA, APIDAE) IN SOUTHERN ALBERTA","Oocyte development, potential fecundity and relationship to body size were evaluated in Psithyrus species, social bee parasites of the ancestral Bombus. Oocyte size in female Psithyrus from southern Alberta increased linearly with time from emergence since hibernation in the spring and was not synchronous with the finding of a suitable host nest. None of the Psithyrus females collected from host nests in the autumn had any ovariole development. Significant differences between years in body size occurred for P. insularis (Smith) and P. suckleyi (Greene), but not for P. fernaldae (Franklin), and the number of ovarioles and oocytes differed yearly for P. insularis, but not P. fernaldae and P. suckleyi. The number of ovarioles per ovary varied within females and species and among species. The number of ovarioles in P. fernaldae (12.3 +/- 2.1), P. insularis (15.7 +/- 2.2), and P. suckleyi (21.3 +/- 3.0) was more than in Bombus species (8). As body size of Psithyrus females increased, there was a significant increase in the number of ovarioles when all specimens over years and species were considered. Significant differences in body size and potential fecundity within and between species suggest considerable plasticity in physiology, morphology, and behaviour and differences in reproductive strategies within the genus Psithyrus.",1994,JOURNAL OF THE KANSAS ENTOMOLOGICAL SOCIETY,NA,Web of Science,savedrecs.bib,1
301,yes,Article,Yi; Yao and He; Xu Jiang and Barron; Andrew B. and Liu; Yi Bo and Wang; Zi Long and Yan; Wei Yu and Zeng; Zhi Jiang,Transgenerational accumulation of methylome changes discovered in commercially reared honey bee (<i>Apis mellifera</i>) queens,"Whether a female honey bee (Apis mellifera) develops into a worker or a queen depends on her nutrition during development, which changes the epigenome to alter the developmental trajectory. Beekeepers typically exploit this developmental plasticity to produce queen bee by transplanting worker larvae into queen cells to be reared as queens, thus redirecting a worker developmental pathway to a queen developmental pathway. We studied the consequences of this manipulation for the queen phenotype and methylome over four generations. Queens reared from worker larvae consistently had fewer ovarioles than queens reared from eggs. Over four generations the methylomes of lines of queens reared from eggs and worker larvae diverged, accumulating increasing differences in exons of genes related to caste differentiation, growth and immunity. We discuss the consequences of these cryptic changes to the honey bee epigenome for the health and viability of honey bee stocks.",2020,INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,10.1016/j.ibmb.2020.103476,Web of Science,savedrecs.bib,1
302,no,Article,Habel; Jan Christian and Husemann; Martin and Schmitt; Thomas and Dapporto; Leonardo and Roedder; Dennis and Vandewoestijne; Sofie,A Forest Butterfly in Sahara Desert Oases: Isolation Does Not Matter,"Numerous studies addressing the impact of habitat fragmentation on genetic diversity have been performed. In this study, we analyze the effects of a seemingly nonpermeable matrix on the population structure of the forest-dwelling butterfly Pararge aegeria in geographically isolated oases at the northern margin of the Sahara desert using microsatellites, morphological characters, and species distribution modeling. Results from all analyses are mostly congruent and reveal 1) a split between European and North African populations, 2) rather low divergence between populations from the eastern and western part of North Africa (Morocco vs. Tunisia), 3) a lack of differentiation between the oasis and Atlas Mountain populations, 4) as well as among the oasis populations, and 5) no reduction of genetic variability in oasis populations. However, one exception to this general trend resulted from the analyses of wing shape; wings of butterflies from oases are more elongated compared with those from the other habitats. This pattern of phenotypic divergence may suggest a recent colonization of the oasis habitats by individuals, which might be accompanied by a rather dispersive behavior. Species distribution modeling suggests a fairly recent reexpansion of the species' climatic niche starting in the Holocene at about 6000 before present. The combined results indicate a rather recent colonization of the oases by highly mobile individuals from genetically diverse founder populations. The colonization was likely followed by the expansion and persistence of these founder populations under relatively stable environmental conditions. This, together with low rates of gene flow, likely prevented differentiation of populations via drift and led to the maintenance of high genetic diversity.",2013,JOURNAL OF HEREDITY,10.1093/jhered/ess092,Web of Science,savedrecs.bib,1
303,no,Article,Margarita; Orlova and Osnat; Malka and Abraham; Hefetz,Choosing the best: honeybee workers can assess reproductive quality of the queen through pheromonal signalling in simultaneous choice assays,"Chemical signals are known to play an important part in the organisation of insect societies, but the mode of action of these signals is still a subject of controversy. While some researchers propose that pheromones produced by the queen are honest signals of her quality informing worker behaviour, others suggest that they are means of manipulation not necessarily beneficial to workers' fitness. The honeybee (Apis mellifera) is sometimes cited as an example of the latter possibility. Our study aimed to test the extent to which queen quality predicts worker behaviour, the relation of queen-produced chemicals to her quality and the interplay between queen signalling and worker behaviour. We decided to test worker attitude towards different queens in the most direct way by presenting groups of workers simultaneously with two different queens of differential reproductive capacity, and analysing worker behaviour towards each of them in terms of attendance, retinue and aggression. Our results indicate that workers show preference for queens with higher reproductive potential, that queen's reproductive potential was honestly reflected in queen-produced signals and that these signals indeed guide worker behaviour. Thus, our findings overall support the honest queen signal theory and contribute to understanding of mechanisms underlying different phenomena in bee sociality.",2020,APIDOLOGIE,10.1007/s13592-019-00712-w,Web of Science,savedrecs.bib,1
304,no,Article,Trettin; Juergen and Seyferth; Thomas and Heinze; Juergen,Behavioral Plasticity in Ant Queens: Environmental Manipulation Induces Aggression among Normally Peaceful Queens in the Socially Polymorphic Ant <i>Leptothorax acervorum</i>,"The behavioral traits that shape the structure of animal societies vary considerably among species but appear to be less flexible within species or at least within populations. Populations of the ant Leptothorax acervorum differ in how queens interact with other queens. Nestmate queens from extended, homogeneous habitats tolerate each other and contribute quite equally to the offspring of the colony (polygyny: low reproductive skew). In contrast, nestmate queens from patchy habitats establish social hierarchies by biting and antennal boxing, and eventually only the top-ranking queen of the colony lays eggs (functional monogyny: high reproductive skew). Here we investigate whether queen-queen behavior is fixed within populations or whether aggression and high skew can be elicited by manipulation of socio-environmental factors in colonies from low skew populations. An increase of queen/worker ratio and to a lesser extent food limitation elicited queen-queen antagonism in polygynous colonies from Nurnberger Reichswald similar to that underlying social and reproductive hierarchies in high-skew populations from Spain, Japan, and Alaska. In manipulated colonies, queens differed more in ovarian status than in control colonies. This indicates that queens are in principle capable of adapting the magnitude of reproductive skew to environmental changes in behavioral rather than evolutionary time.",2014,PLOS ONE,10.1371/journal.pone.0095153,Web of Science,savedrecs.bib,1
305,no,Article,Rajaratnam; Gowri and Lui; Gerald and Su; Kathy F. Y. and Chew; Martin S. J. and Ang; Yuchen and Puniamoorthy; Nalini and Rohner; Patrick T. and Blanckenhorn; Wolf U. and Meier; Rudolf,Size rather than complexity of sexual ornaments prolongs male metamorphosis and explains sexual size dimorphism in sepsid flies,"Male sexual ornaments often evolve rapidly and are thought to be costly, thus contributing to sexual size dimorphism. However, little is known about their developmental costs, and even less about costs associated with structural complexity. Here, we quantified the size and complexity of three morphologically elaborate sexually dimorphic male ornaments that starkly differ across sepsid fly species (Diptera: Sepsidae): (i) male forelegs range from being unmodified, like in most females, to being adorned with spines and large cuticular protrusions; (ii) the fourth abdominal sternites are either unmodified or are converted into complex de novo appendages; and (iii) male genital claspers range from small and simple to large and complex (e.g. bifurcated). We tracked the development of 18 sepsid species from egg to adult to determine larval feeding and pupal metamorphosis times of both sexes. We then statistically explored whether pupal and adult body size, ornament size and/or ornament complexity are correlated with sex-specific development times. Larval growth and foraging periods of male and female larvae did not differ, but the time spent in the pupal stage was ca 5\% longer for sepsid males despite emerging 9\% smaller than females on average. Surprisingly, we found no evidence that sexual trait complexity prolongs pupal development beyond some effects of trait size. Evolving more complex traits thus does not incur developmental costs at least in this system.",2023,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2022.2531,Web of Science,savedrecs.bib,1
306,no,Article,Demont; Marco and Martin; Oliver Y. and Bussiere; Luc F.,Wild yellow dung fly females may not select sperm based on dung pat microclimate but could nevertheless benefit from polyandry,"Molecular techniques have substantially improved our knowledge of postcopulatory sexual selection. Nevertheless, studies examining sperm utilization in natural populations of nonsocial insects are rare, support for sperm selection (biased use of stored sperm, e.g. to match offspring genotypes to prevailing environmental conditions) is elusive, and its relevance within natural populations unknown. We performed an oviposition site choice experiment in the field where female yellow dung flies Scathophaga stercoraria could deposit eggs into three different microenvironments on a dung pat (the east-west ridge, north- or south-exposed side), and genotyped the offspring and sperm remaining in storage after oviposition. Females exhibited plasticity in the number of eggs deposited according to pat age. Additionally, temperature strongly influenced egg placement: the warmer the temperature, the higher the proportion of eggs laid into the north-exposed side of dung. The number of ejaculates in storage differed amongst spermathecae, and females stored sperm from more males than fathered their offspring (2.11 sires vs. 2.84 males within sperm stores). Mean last male paternity was 83.4\%, roughly matching previous laboratory estimates. Importantly, we found no evidence that females selectively lay eggs of different genotypes, by biasing paternity towards certain males, depending on offspring's microclimate. Thus, while we show female choice over number of eggs and where these are deposited, there was no evidence for sperm selection. We further revealed positive effects of multiple mating on total number of offspring and proportion of offspring emerging from the dung. We argue that the integration of field studies and laboratory experiments is essential to promote our understanding of polyandry and cryptic female choice.",2012,EVOLUTIONARY ECOLOGY,10.1007/s10682-011-9519-1,Web of Science,savedrecs.bib,1
307,no,Article,Qiu; Bitao and Dai; Xueqin and Li; Panyi and Larsen; Rasmus Stenbak and Li; Ruyan and Price; Alivia Lee and Ding; Guo and Texada; Michael James and Zhang; Xiafang and Zuo; Dashuang and Gao; Qionghua and Jiang; Wei and Wen; Tinggang and Pontieri; Luigi and Guo; Chunxue and Rewitz; Kim and Li; Qiye and Liu; Weiwei and Boomsma; Jacobus J. and Zhang; Guojie,Canalized gene expression during development mediates caste differentiation in ants,"Ant colonies are higher-level organisms consisting of specialized reproductive and non-reproductive individuals that differentiate early in development, similar to germ-soma segregation in bilateral Metazoa. Analogous to diverging cell lines, developmental differentiation of individual ants has often been considered in epigenetic terms but the sets of genes that determine caste phenotypes throughout larval and pupal development remain unknown. Here, we reconstruct the individual developmental trajectories of two ant species, Monomorium pharaonis and Acromyrmex echinatior, after obtaining >1,400 whole-genome transcriptomes. Using a new backward prediction algorithm, we show that caste phenotypes can be accurately predicted by genome-wide transcriptome profiling. We find that caste differentiation is increasingly canalized from early development onwards, particularly in germline individuals (gynes/queens) and that the juvenile hormone signalling pathway plays a key role in this process by regulating body mass divergence between castes. We quantified gene-specific canalization levels and found that canalized genes with gyne/queen-biased expression were enriched for ovary and wing functions while canalized genes with worker-biased expression were enriched in brain and behavioural functions. Suppression in gyne larvae of Freja, a highly canalized gyne-biased ovary gene, disturbed pupal development by inducing non-adaptive intermediate phenotypes between gynes and workers. Our results are consistent with natural selection actively maintaining canalized caste phenotypes while securing robustness in the life cycle ontogeny of ant colonies. Using individual transcriptomes of two ant species, the authors show that caste differentiation is canalized from early development and identify key regulatory genes for the development of ant caste phenotypes.",2022,NATURE ECOLOGY \& EVOLUTION,10.1038/s41559-022-01884-y,Web of Science,savedrecs.bib,1
308,no,Article,Graziosi; Ignazio and Rieske; Lynne K.,"Potential Fecundity of a Highly Invasive Gall Maker, <i>Dryocosmus</i> <i>kuriphilus</i> (Hymenoptera: Cynipidae)","Fecundity is a key factor in modulating population growth rate, and is of particular significance when considering the invasiveness of introduced species. In insects, fecundity is affected by body size, age, and nutrition. We investigated the potential fecundity of the invasive Asian chestnut gall wasp Dryocosmus kuriphilus Yasumatsu (Hymenoptera: Cynipidae), an introduced parthenogenetic gall former of Asian origin and a global pest of chestnut (Castanea spp.), to better understand its invasiveness. We compared ovarian, egg, and body metrics of adult wasps of different age. We evaluated insect weight, body length, mesosomal and metasomal lengths and widths, hind femur length, number of eggs, and size of eggs in wasps from four age cohorts. Adult weight and metasomal width were positively correlated with number of eggs. Egg load decreased with wasp age, and egg size initially increased before decreasing. Our findings suggest that adult D. kuriphilus, previously reported as proovigenic, may be resorping eggs in the absence of suitable hosts, and reallocating nutritive resources for body maintenance and egg quality to increase fitness, implicating a plasticity in its reproductive strategy. D. kuriphilus may be able to vary its potential fecundity in response to nutrition and host availability, thus increasing its invasiveness.",2014,ENVIRONMENTAL ENTOMOLOGY,10.1603/EN14047,Web of Science,savedrecs.bib,1
309,yes,Article,Andrade; CAC and Hatadani; LM and Klaczko; LB,Phenotypic plasticity of the aedeagus of <i>Drosophila mediopunctata</i>:: Effect of the temperature,"In this study, we analyzed the phenotypic plasticity of the male intromittent organ (aedeagus) of Drosophila mediopunctata genitalia in response to temperature. Size and shape of the aedeagus were examined with univariate statistics and geometric morphometrics. The following results emerged: firstly, flies raised at 16.5 degrees C had bigger aedcagi than those raised at 20 degrees C secondly, significant differences in shape were also found between the two groups of flies, mainly in the apical area, located using the thin-plate spline interpolating function; thirdly, the coefficients of variation for the traits of the aedeagus were comparable to other traits in Drosophild and likewise to genital traits in other organisms. These findings were analyzed in an evolutionary context. (c) 2005 Elsevier Ltd. All rights reserved.",2005,JOURNAL OF THERMAL BIOLOGY,10.1016/j.jtherbio.2005.05.011,Web of Science,savedrecs.bib,1
310,no,Article,Groh; Claudia and Ahrens; Dirk and Roessler; Wolfgang,Environment- and age-dependent plasticity of synaptic complexes in the mushroom bodies of honeybee queens,"Diversity in behavior plays a crucial role for the division of labor in insect societies. Social insects such as honeybees provide excellent model systems to investigate neuronal principles underlying behavioral plasticity. The two female castes, queens and workers, differ substantially in anatomy, physiology, aging and behavior. The different phenotypes are induced by environmental factors rather than genetic differences. Here we investigated environment- and age-dependent effects on the synaptic organization within higher order neuropils of the honeybee brain. Synaptic complexes (microglomeruli) in sensory-input regions of the mushroom bodies, prominent higher sensory integration centers, were analyzed quantitatively using fluorescent markers and confocal microscopy. Pre- and postsynaptic compartments of individual microglomeruli were labeled by anti-synapsin immunolabeling and f-actin detection with phalloidin in dendritic spines of mushroom-body intrinsic neurons. The results demonstrate that in queens the numbers of microglomeruli in the olfactory and visual input regions of the mushroom-body calyx are significantly lower than in workers. In queens raised in incubators, micro-glomeruli were affected by differences in pupal rearing temperature within the range of naturally occurring temperatures (32-36 degrees C). The highest numbers of micro-glomeruli developed at a lower temperature compared to workers (33.5 vs. 34.5 degrees C). We found a striking adult plasticity of microglomeruli numbers throughout the extended life-span of queens. Whereas microglomeruli in the olfactory lip increased with age (similar to 55\%), microglomeruli in the visual collar significantly decreased (similar to 35\%). We propose that developmental and adult plasticity of the synaptic circuitry in the mushroom-body calyx might underlie caste- and age-specific adaptations in behavior.",2006,BRAIN BEHAVIOR AND EVOLUTION,10.1159/000092309,Web of Science,savedrecs.bib,1
311,yes,Article,Lavagnino; N. J. and Fanara; J. J. and Mensch; J.,Comparison of overwintering survival and fertility of <i>Zaprionus indianus</i> (Diptera: Drosophilidae) flies from native and invaded ranges,"Zaprionus indianus is a fly species native to the Afrotropical biogeographic region that invaded the South American continent 20 years ago. Its southernmost record is 34 degrees S in areas with temperate climates with cold winters. To better understand its invasion biology, we investigated physiological responses to winter-like abiotic conditions that may be relevant in Z. indianus geographic expansion. We characterized Z. indianus females reproductive traits (ovarian maturation and fertility) and survival in response to cold treatments with summer-like and winter-like photoperiods. We also compared these traits between native (Yokadouma, Africa) and invasive (Yuto, South America) range wild-derived flies. We showed that Z. indianus females have the ability to arrest ovarian maturation and maintain fertility following recovery from cold stress. The critical temperature for ovarian maturation of this species was estimated at c. 13 degrees C, an intermediate value between those of tropical and temperate drosophilid species. Wild-derived females from Yuto responded to winter-like photoperiod by slowing down ovarian maturation at low but permissive temperatures of 14 degrees C and 16 degrees C and also delayed the start of oviposition after cold treatment. Yuto flies also survived better and recovered 20\% faster from chill coma than flies from Yokadouma. These results are consistent with a scenario of local adaptations or phenotypic plasticity in the invaded range, and suggest that photoperiod could act as modulator of ovarian arrest. Conversely, the fact that native range flies showed higher fertility after cold recovery than females from invaded range is not indicative of local adaptation. All in all, our findings report a set of physiological responses that would enable Z. indianus expansion to temperate and cold areas, but also results that are compatible with a limitation to the invasion process.",2020,JOURNAL OF THERMAL BIOLOGY,10.1016/j.jtherbio.2019.102470,Web of Science,savedrecs.bib,1
312,yes,Article,Parrett; J. M. and Slade; E. M. and Knell; R. J.,"Morph-specific investment in testes mass in a trimorphic beetle, Proagoderus watanabei","When competition between males for mates is intense, it is common to find that some males will adopt alternative tactics for acquiring fertilizations, often involving the use of `sneak' tactics whereby males avoid precopulatory contests. These alternative tactics are sometimes associated with discrete differences in male morphology, with sneak males investing less in weaponry but more in traits such as testes which may give an advantage in sperm competition. In some cases, it appears that males develop into more than two morphs, with a number of examples of tri- and even tetramorphic arthropod species being described. Here, we analyse the scaling relations of the dung beetle species Proagoderus watanabei, which expresses two distinct weapon traits: paired head horns and a pronotal horn. We find that males of this species are trimorphic, with alpha males expressing long head horns and a pronotal horn, beta males with long head horns but no pronotal horn and gamma males with short head horns only. We also find that alpha males invest relatively less in testes than do beta or gamma males, indicating that beta and gamma males in this species probably experience higher risks of sperm competition than do alphas.",2022,JOURNAL OF ZOOLOGY,10.1111/jzo.12941,Web of Science,savedrecs.bib,1
313,no,Article,Nagai; Hiroki and Miura; Masayuki and Nakajima; Yu-ichiro,Cellular mechanisms underlying adult tissue plasticity in <i>Drosophila</i>,"Adult tissues in Metazoa dynamically remodel their structures in response to environmental challenges including sudden injury, pathogen infection, and nutritional fluctuation, while maintaining quiescence under homoeostatic conditions. This characteristic, hereafter referred to as adult tissue plasticity, can prevent tissue dysfunction and improve the fitness of organisms in continuous and/or severe change of environments. With its relatively simple tissue structures and genetic tools, studies using the fruit fly Drosophila melanogaster have provided insights into molecular mechanisms that control cellular responses, particularly during regeneration and nutrient adaptation. In this review, we present the current understanding of cellular mechanisms, stem cell proliferation, polyploidization, and cell fate plasticity, all of which enable adult tissue plasticity in various Drosophila adult organs including the midgut, the brain, and the gonad, and discuss the organismal strategy in response to environmental changes and future directions of the research.",2022,FLY,10.1080/19336934.2022.2066952,Web of Science,savedrecs.bib,1
314,yes,Article,Simmons; Leigh W. and Emlen; Douglas J.,Evolutionary trade-off between weapons and testes,"It has long been recognized that male mating competition is responsible for the evolution of weaponry for mate acquisition. However, when females mate with more than one male, competition between males can continue after mating in the form of sperm competition. Theory predicts that males should increase their investment in sperm production as sperm competition is increased, but it assumes that males face a trade-off between sperm production and other life-history traits such as mate acquisition. Here, we use a genus of horned beetle, Onthophagus, to examine the trade-off between investment in testes required for fertilizations and investment in weapons used to obtain matings. In a within-species study, we prevented males from developing horns and found that these males grew larger and invested relatively more in testes growth than did males allowed to grow horns. Among species, there was no general relationship between the relative sizes of horns and testes. However, the allometric slope of horn size on body size was negatively associated with the allometric slope of testes size on body size. We suggest that this reflects meaningful evolutionary changes in the developmental mechanisms regulating trait growth, specifically in the degree of nutrition-dependent phenotypic plasticity versus canalization of traits. Finally, we show how this resource allocation trade-off has influenced the evolutionary diversification of weapons, revealing a rich interplay between developmental trade-offs and both pre- and postmating mechanisms of sexual competition.",2006,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,10.1073/pnas.0603474103,Web of Science,savedrecs.bib,1
315,yes,Article,He; Hao Xu Jiang and Liao; Chun Hua and Wu; Xiao Bo and Jiang; Wu Jun and Zhang; Bo and Zhou; Lin Bin and Zhang; Li Zhen and Barron; Andrew B. and Zeng; Zhi Jiang,A Maternal Effect on Queen Production in Honeybees,"Influences from the mother on offspring phenotype, known as maternal effects, are an important cause of adaptive phenotypic plasticity {[}1, 2]. Eusocial insects show dramatic phenotypic plasticity with morphologically distinct reproductive (queen) and worker castes {[}3, 4]. The dominant paradigm for honeybees (Apis mellifera) is that castes are environmentally rather than genetically determined, with the environment and diet of young larvae causing caste differentiation [}5-9]. A role for maternal effects has not been considered, but here we show that egg size also influences queen development. Queens laid significantly bigger eggs in the larger queen cells than in the worker cells. Eggs laid in queen cells (QE), laid in worker cells (WE), and 2-day old larvae from worker cells (2L) were transferred to artificial queen cells to be reared as queens in a standardized environment. Newly emerged adult queens from QE were heavier than those from the other two groups and had more ovarioles, indicating a consequence of egg size for adult queen morphology. Gene expression analyses identified several significantly differentially expressed genes between newly emerged queens from QE and those from the other groups. These included a disproportionate number of genes involved in hormonal signaling, body development, and immune pathways, which are key traits differing between queens and workers. That egg size influences emerging queen morphology and physiology and that queens lay larger eggs in queen cells demonstrate both a maternal effect on the expression of the queen phenotype and a more active role for the queen in gyne production than has been realized previously.",2019,CURRENT BIOLOGY,10.1016/j.cub.2019.05.059,Web of Science,savedrecs.bib,1
